day_of_week,start_time,end_time,discipline,age_level,location
wednesday,17:30,18:30,Taekwondo,child,nogent_sur_marne_0
wednesday,18:30,19:30,Taekwondo,child,nogent_sur_marne_0
wednesday,19:30,21:30,Taekwondo,adult,nogent_sur_marne_0
friday,18:00,19:00,Taekwondo,child,nogent_sur_marne_0
friday,19:00,20:00,Taekwondo,child,nogent_sur_marne_0
friday,20:00,21:30,Taekwondo,adult,nogent_sur_marne_0
