uuid,name,address,zipcode,city,county,country
gretz_0,Dojo de Gretz,rue des Vignolles,77220,Gretz-Armainvilliers,77,France
gretz_1,Dojo de la Marsange,rue de la Corderie,77220,Tournan en Brie,77,France
gretz_2,Gymnase Jacques Profit,84 Avenue de Verdun,77610,Fontenay-Tresigny,77,France

